"id","earnings","occ","ability","age","region","female","education","exp"
1882,4666,37,73,40,4,0,7,28
1883,2688.2,3,47,35,4,1,6,22
1884,2979.75,13,51,46,1,0,7,38
1885,2963.75,4,53,40,3,0,8,28
1886,4533.75,47,24,38,1,0,2,30
1887,3105,8,63,45,2,0,9,32
1888,2559.95,20,36,33,3,1,4,28
1889,3016.7,27,21,48,2,1,3,41
1890,3412.45,24,22,45,3,1,3,39
1891,5720.75,40,98,49,1,0,13,34
1892,4108,47,53,31,2,0,6,24
1893,3497.45,27,60,42,3,1,9,27
1894,4313.95,31,53,44,3,1,8,34
1895,4854.5,46,55,46,4,0,9,33
1896,3594.45,32,38,49,1,1,5,37
1897,3136.95,19,72,32,3,1,7,18
1898,3745,23,31,48,4,0,4,38
1899,4895,42,81,39,4,0,9,24
1900,3309.25,22,57,47,3,0,9,35
1901,5038.5,41,72,42,2,0,12,27
1902,5154.95,38,73,44,3,1,10,28
1903,2459.7,4,25,42,4,1,3,35
1904,5644.25,52,94,42,3,0,16,25
1905,4373.2,46,60,39,4,1,7,28
1906,3631.25,27,48,49,3,0,7,41
1907,5333.5,45,71,46,2,0,10,29
1908,5300.2,34,98,40,4,1,15,18
1909,3693.5,20,66,45,2,0,11,29
1910,3214.45,14,38,44,1,1,4,39
1911,2707.45,9,44,47,1,1,4,37
1912,4136.75,34,53,38,1,0,5,28
1913,4453.5,34,79,46,4,0,8,31
1914,2882.25,7,68,46,3,0,10,31
1915,4142,40,35,37,2,0,5,30
1916,4569.7,33,98,49,2,1,17,25
1917,4267.45,21,73,47,3,1,9,33
1918,4866.95,43,93,30,3,1,14,10
1919,4699.75,41,91,44,1,0,13,28
1920,3679,35,49,45,2,0,6,36
1921,3766.5,46,29,35,2,0,4,27
1922,2655.2,19,22,45,4,1,2,40
1923,3341.45,11,95,46,1,1,9,35
1924,4667.95,40,99,32,1,1,16,12
1925,4146.25,32,41,32,3,0,7,23
1926,3944.2,26,65,34,4,1,9,20
1927,5419.5,49,67,47,2,0,10,35
1928,2767.2,16,53,30,4,1,7,16
1929,5997.2,52,97,35,4,1,12,16
1930,5194.5,39,88,35,4,0,9,19
1931,3909.7,23,68,35,4,1,8,21
1932,2725.45,9,26,49,1,1,3,41
1933,3369.7,30,23,47,2,1,3,41
1934,3478.25,33,24,45,3,0,2,37
1935,4629,36,59,32,2,0,7,24
1936,1859.75,8,32,48,1,0,3,44
1937,4806.5,35,97,44,2,0,10,33
1938,4782,29,85,45,4,0,8,32
1939,4338.95,42,39,38,3,1,5,32
1940,3168.5,20,51,41,4,0,5,33
1941,4255.95,38,29,44,1,1,3,34
1942,2029.25,2,29,36,1,0,4,25
1943,2671.25,3,61,34,3,0,9,19
1944,2447.2,14,33,43,4,1,4,36
1945,3921.25,37,38,41,3,0,3,35
1946,5309.7,42,91,48,2,1,13,29
1947,4147.95,50,29,33,3,1,3,26
1948,3926.25,27,81,40,3,0,12,21
1949,3016.75,6,49,48,1,0,7,34
1950,4362,34,49,44,4,0,6,32
1951,4098.7,19,72,47,2,1,7,35
1952,3104.7,3,86,46,2,1,12,27
1953,4929.45,49,76,33,1,1,12,17
1954,5250.2,47,93,31,2,1,12,12
1955,3064,9,45,33,4,0,7,24
1956,2012.95,1,26,40,3,1,4,32
1957,3921.5,44,22,48,4,0,3,43
1958,4795.5,36,74,34,2,0,12,19
1959,3576,22,74,32,4,0,7,22
1960,5277.95,49,50,41,3,1,8,32
1961,2200,3,59,34,4,0,7,24
1962,3712.75,38,38,36,1,0,5,26
1963,2355.7,5,52,43,4,1,6,31
1964,3912,45,37,32,4,0,4,24
1965,3139.2,3,84,41,2,1,10,26
1966,4708.2,40,83,39,4,1,12,22
1967,4924.45,47,85,36,3,1,15,17
1968,3666.95,37,28,31,1,1,4,22
1969,3814,31,51,48,4,0,7,38
1970,4130.75,19,75,38,3,0,11,22
1971,3031.2,22,52,46,2,1,7,36
1972,2859.5,9,33,37,4,0,5,29
1973,4120.5,46,37,34,2,0,4,27
1974,3677.2,44,22,38,2,1,3,30
1975,5046.95,39,96,49,3,1,13,34
1976,4058.2,21,62,48,2,1,10,32
1977,3844.5,23,60,47,2,0,9,31
1978,4748.45,34,84,40,3,1,9,29
1979,2975.45,28,31,37,1,1,3,31
1980,3281.95,20,74,30,3,1,7,22
1981,2209,4,33,40,4,0,5,34
1982,4811,51,59,48,4,0,6,36
1983,3437,16,70,36,4,0,10,24
1984,4703.5,46,44,30,2,0,6,21
1985,3457.2,19,90,42,4,1,9,28
1986,5181.5,40,95,30,2,0,11,13
1987,3714.45,25,65,39,3,1,10,25
1988,2592.7,2,83,46,4,1,9,33
1989,4760,42,60,48,4,0,9,36
1990,4399.2,47,42,46,4,1,6,34
1991,5547.7,48,91,48,4,1,14,27
1992,5495.95,43,93,36,3,1,15,20
1993,4597.75,45,83,30,1,0,12,12
1994,3688.25,44,25,36,1,0,4,27
1995,3753.75,31,34,35,3,0,4,28
1996,4922.2,40,87,44,4,1,12,30
1997,5485.75,43,92,30,1,0,14,12
1998,2981,9,83,35,4,0,11,22
1999,4051.75,22,70,34,3,0,11,16
2000,2718.5,12,20,39,2,0,2,33
2001,2897.95,22,39,39,3,1,6,26
2002,4256.2,38,71,46,4,1,7,38
2003,4296,38,65,33,4,0,10,22
2004,3845.25,39,51,30,1,0,6,19
2005,4386,31,71,48,2,0,9,34
2006,2847.25,14,40,45,1,0,4,39
2007,1838.5,4,40,44,2,0,5,35
2008,4729.45,28,93,46,3,1,11,31
2009,3833.25,36,50,33,3,0,7,23
2010,3706.2,26,32,48,2,1,3,40
2011,2762.95,13,52,32,1,1,5,24
2012,4198.5,22,84,31,4,0,10,15
2013,3154.75,12,85,39,3,0,12,22
2014,5373.2,47,73,44,4,1,10,32
2015,4133.7,41,24,32,4,1,2,27
2016,4292.2,34,53,49,4,1,8,38
2017,3176.45,27,31,48,3,1,4,37
2018,4413.2,41,63,37,2,1,8,28
2019,2661.7,12,63,30,2,1,8,17
2020,3885,46,22,41,4,0,3,36
2021,2957.25,6,96,45,3,0,9,33
2022,4780.45,40,72,30,1,1,12,15
2023,2662.75,11,66,36,1,0,11,20
2024,2820.5,5,50,32,2,0,6,25
2025,5324,50,91,31,2,0,11,18
2026,2619.95,10,20,32,3,1,2,28
2027,2465.5,2,62,30,2,0,7,17
2028,4893.25,36,87,30,1,0,15,11
2029,3696.25,19,69,43,1,0,9,29
2030,3654.5,17,80,49,4,0,12,31
2031,4067,40,32,49,2,0,5,42
2032,2183.95,3,70,30,3,1,9,16
2033,2203.7,3,71,32,4,1,10,17
2034,4533.5,44,42,44,4,0,4,33
2035,4838.25,50,62,36,1,0,6,29
2036,3544.5,23,72,36,4,0,12,23
2037,1971.2,4,38,45,4,1,4,34
2038,5034.75,43,90,47,3,0,12,34
2039,3298,19,56,37,2,0,7,24
2040,2794.5,14,41,47,2,0,5,35
2041,5583.25,49,98,42,3,0,12,25
2042,3896.25,39,23,31,3,0,3,25
2043,3467.5,27,64,36,2,0,8,27
2044,3559.95,24,82,38,1,1,8,26
2045,3181.7,13,97,34,2,1,16,13
2046,4024.25,45,39,38,3,0,5,27
2047,3962.95,33,60,42,1,1,7,28
2048,5079.45,49,75,31,1,1,10,19
2049,2330.5,9,34,46,4,0,5,35
2050,4014.75,18,79,39,1,0,9,24
2051,3635.45,42,27,49,1,1,3,45
2052,3226,30,36,34,2,0,6,24
2053,4996.25,26,97,47,3,0,16,29
2054,3593.45,31,60,37,3,1,10,23
2055,3845.2,28,38,44,2,1,5,38
2056,3097.45,23,61,31,1,1,9,21
2057,5010.2,39,64,36,4,1,11,20
2058,3949.25,22,83,39,1,0,9,23
2059,3967.25,26,57,41,1,0,8,27
2060,2029.5,2,55,35,4,0,9,25
2061,4175,30,78,36,4,0,12,18
2062,2542.45,9,58,35,3,1,6,27
2063,3720,19,47,47,4,0,7,34
2064,4829.2,31,91,37,4,1,15,20
2065,3574.95,28,47,38,3,1,4,30
2066,5729,45,90,40,4,0,11,26
2067,3247.5,16,83,33,4,0,12,15
2068,4633.5,28,76,40,2,0,10,23
2069,5099.25,47,69,42,3,0,12,23
2070,4630.25,34,70,45,3,0,11,27
2071,4555.95,40,28,48,3,1,4,38
2072,4569.75,47,59,38,1,0,7,24
2073,2868.95,3,81,35,1,1,8,20
2074,3502.25,31,21,38,1,0,3,31
2075,3898.25,38,40,36,1,0,6,23
2076,3831.2,25,71,36,4,1,7,24
2077,3673.25,26,79,44,3,0,9,29
2078,4580.7,43,89,31,2,1,13,15
2079,4250.7,34,60,39,2,1,10,27
2080,2937.7,35,20,30,2,1,2,25
2081,4723.25,28,98,41,1,0,17,23
2082,4625,45,58,34,2,0,9,22
2083,3399.45,21,30,41,1,1,4,31
2084,3099.75,3,89,30,3,0,11,16
2085,3966.7,30,56,37,4,1,9,25
2086,5810.95,43,92,44,3,1,16,26
2087,3843.5,6,91,48,4,0,13,33
2088,3490.25,16,99,42,3,0,12,23
2089,5491.25,43,95,40,1,0,12,23
2090,4002.75,33,57,38,3,0,9,22
2091,2047.75,5,34,47,1,0,4,40
2092,4523.25,44,29,42,3,0,2,37
2093,3712.5,7,93,39,4,0,10,27
2094,2759,8,64,39,2,0,10,26
2095,4226.75,41,58,32,3,0,9,20
2096,4338.75,43,20,30,3,0,3,22
2097,2926.95,10,70,37,1,1,7,24
2098,3210,33,22,31,2,0,2,28
2099,5146.7,41,98,42,2,1,12,27
2100,2923.5,22,34,33,4,0,4,25
2101,3023,21,42,38,2,0,4,30
2102,3530.5,32,40,48,2,0,4,43
2103,5112.75,50,38,37,1,0,5,30
2104,3496,6,78,38,4,0,9,22
2105,3923.25,41,30,39,1,0,3,35
2106,3959.2,28,47,48,2,1,7,38
2107,5039.45,36,92,42,3,1,13,25
2108,3575.25,25,60,39,1,0,7,27
2109,3963.25,26,81,39,3,0,10,27
2110,3900.7,33,57,32,2,1,9,21
2111,2496.7,6,32,48,4,1,4,39
2112,4543.25,31,69,35,1,0,9,19
2113,3349.45,13,79,34,3,1,13,15
2114,3069.2,19,22,41,4,1,3,32
2115,4499.25,31,62,39,3,0,10,23
2116,3842.5,29,39,48,4,0,6,39
2117,2675.45,3,66,44,3,1,10,31
2118,2817,19,34,39,4,0,4,30
2119,2483.95,16,27,32,3,1,3,22
2120,4972.95,48,89,40,1,1,14,24
2121,3918.2,31,42,47,2,1,7,36
2122,3671.45,36,46,42,1,1,4,35
2123,3367.45,22,28,43,1,1,3,33
2124,4528.45,43,37,44,3,1,6,33
2125,3809.2,23,73,47,2,1,8,36
2126,5556.5,49,64,45,2,0,7,31
2127,3443.45,23,29,39,1,1,4,33
2128,4704.95,51,57,40,3,1,7,26
2129,3137.75,19,31,33,1,0,3,28
2130,4668.7,33,90,39,4,1,14,19
2131,4251.2,35,72,43,2,1,8,34
2132,3016.2,32,31,31,2,1,4,22
2133,2967.5,15,60,44,2,0,9,33
2134,2535.5,8,49,37,2,0,5,25
2135,3630.45,26,75,40,3,1,10,29
2136,3555.45,32,34,39,1,1,3,29
2137,3363.7,5,89,48,2,1,11,31
2138,4611.7,45,52,35,4,1,5,29
2139,2930.95,8,67,34,1,1,11,20
2140,3054.5,7,50,36,4,0,5,25
2141,4362.45,37,45,32,1,1,7,23
2142,2282.5,7,48,42,2,0,6,31
2143,3675.5,32,62,33,2,0,7,25
2144,3458,7,78,40,2,0,8,28
2145,4578.45,46,62,32,3,1,6,19
2146,3763.5,15,87,31,4,0,13,13
2147,3114.45,19,42,49,3,1,7,37
2148,4571.75,43,23,48,1,0,3,40
2149,4380,29,81,39,4,0,9,24
2150,5399.95,42,80,41,3,1,9,30
2151,3611,18,52,39,2,0,8,30
2152,2082.45,5,42,41,3,1,7,33
2153,3748.7,39,25,40,4,1,3,33
2154,3132.5,19,68,31,2,0,9,17
2155,3689,36,32,41,2,0,4,36
2156,2242.25,4,61,34,1,0,6,23
2157,3762.45,31,45,31,3,1,7,19
2158,2816.45,3,79,40,1,1,13,21
2159,6025.45,50,90,38,1,1,14,21
2160,4027.45,18,68,42,1,1,11,29
2161,3117,13,90,39,2,0,11,26
2162,4509.25,45,70,35,3,0,10,19
2163,4920,45,54,31,2,0,6,20
2164,3191.5,15,57,38,4,0,9,23
2165,5406,49,87,36,4,0,9,26
2166,5588.2,48,91,46,4,1,15,26
2167,3797,41,38,40,4,0,4,32
2168,5012.75,44,99,45,1,0,10,30
2169,5033.25,48,65,48,1,0,10,31
2170,4270.75,34,40,38,1,0,5,32
2171,2433,6,88,30,2,0,9,14
2172,2709.7,23,23,41,2,1,2,37
2173,3658.75,32,54,35,3,0,5,24
2174,4575.45,47,63,33,3,1,7,21
2175,4532.2,26,90,35,4,1,16,18
2176,2880.75,18,40,41,1,0,5,32
2177,3907.7,36,22,48,4,1,3,39
2178,3857.25,46,32,35,1,0,4,29
2179,3347.2,32,20,39,4,1,2,32
2180,5479.5,48,92,42,2,0,14,25
2181,4315.95,39,21,40,3,1,3,34
2182,6012.5,49,99,45,4,0,13,31
2183,3785.75,19,93,49,3,0,10,34
2184,3844.75,21,78,42,1,0,10,30
2185,4028,21,82,42,2,0,10,26
2186,3553.2,18,54,48,2,1,5,38
2187,1902.2,4,38,46,2,1,5,40
2188,2396.25,12,24,41,1,0,3,31
2189,4675.25,48,24,33,3,0,2,25
2190,3397.2,30,49,37,4,1,5,26
2191,3455.45,20,79,33,3,1,10,19
2192,3107.95,16,58,44,1,1,8,34
2193,3062.95,6,57,32,3,1,8,20
2194,2949.25,14,35,42,3,0,4,37
2195,2711.75,3,92,37,1,0,9,22
2196,4755.7,39,68,42,4,1,9,29
2197,4579,23,97,44,2,0,12,28
2198,3643.7,26,87,35,2,1,11,23
2199,3546.2,35,41,40,2,1,4,30
2200,2525.95,16,29,48,3,1,3,38
2201,2264.25,13,39,31,1,0,5,21
2202,2992.5,9,85,38,4,0,12,21
2203,4981.75,34,94,43,1,0,10,32
2204,4652.2,45,35,45,4,1,4,36
2205,4420.7,27,98,36,2,1,11,23
2206,2677.75,8,68,31,3,0,11,18
2207,4325.25,49,42,47,3,0,4,41
2208,3287.25,4,83,49,1,0,14,33
2209,3170.7,8,90,49,2,1,10,37
2210,2935.25,14,73,44,1,0,8,35
2211,3901.2,10,94,46,2,1,15,30
2212,1879.75,7,21,37,3,0,2,32
2213,3210.2,25,45,35,2,1,8,26
2214,2803.75,7,74,40,3,0,10,26
2215,3185.75,19,47,30,3,0,5,22
2216,4192.75,25,69,30,1,0,10,14
2217,2660.7,10,46,49,2,1,7,39
2218,2219.75,6,56,33,1,0,8,20
2219,4428.75,48,28,34,1,0,3,24
2220,4323,36,49,46,4,0,8,34
2221,3791.95,9,92,35,3,1,11,18
2222,3635,33,42,33,2,0,7,24
2223,2787.5,15,26,37,2,0,2,31
2224,4079.45,21,87,40,1,1,14,25
2225,4495,38,55,47,2,0,6,36
2226,2935.45,9,44,40,1,1,5,33
2227,3410.45,31,50,30,1,1,7,19
2228,3563,35,25,38,2,0,3,30
2229,2875.25,10,73,46,3,0,13,31
2230,3773.45,34,34,40,3,1,5,31
2231,3057.7,25,45,34,2,1,5,25
2232,3180.5,20,40,36,4,0,5,29
2233,1424.45,1,23,37,3,1,3,33
2234,3318,11,83,47,4,0,10,34
2235,3426.45,16,82,40,1,1,14,21
2236,3186.25,11,96,34,3,0,16,17
2237,2023.5,4,39,44,4,0,5,33
2238,3401.5,23,34,47,2,0,5,37
2239,3748.95,12,71,49,3,1,11,34
2240,3515,38,26,38,2,0,2,34
2241,4448.7,32,66,31,2,1,8,21
2242,3069.2,25,43,40,2,1,4,34
2243,2675.7,5,32,42,2,1,4,35
2244,3516.7,15,74,44,4,1,13,29
2245,4327.2,30,77,47,2,1,9,36
2246,3248,18,36,34,2,0,4,28
2247,3816.2,28,37,33,4,1,6,20
2248,2332.45,6,27,32,3,1,2,27
2249,3026,7,88,40,2,0,14,24
2250,3393.25,25,48,35,1,0,8,21
2251,3673.95,15,90,40,1,1,11,22
2252,4589.25,40,76,42,3,0,8,31
2253,2265.7,7,45,37,4,1,7,29
2254,3817.75,24,52,30,1,0,6,22
2255,4693.75,31,69,44,1,0,9,28
2256,3162,11,54,42,4,0,6,30
2257,4198.95,46,48,34,3,1,5,28
2258,5018.5,42,98,33,2,0,13,19
2259,5062.45,45,61,37,3,1,6,25
2260,5214.45,48,81,31,3,1,9,19
2261,4375.7,47,27,49,2,1,3,45
2262,4518.75,40,90,44,1,0,9,28
2263,2939.7,30,26,35,4,1,3,29
2264,3917.25,28,61,41,3,0,8,27
2265,4734.2,41,81,31,4,1,8,18
2266,4411.7,48,27,37,2,1,4,29
2267,4783.5,38,52,49,4,0,8,35
2268,3311.25,14,83,33,3,0,9,17
2269,3691.95,33,26,33,3,1,4,26
2270,5054.7,44,91,44,2,1,16,23
2271,2058.45,2,25,37,1,1,4,27
2272,3583.2,34,43,39,2,1,7,28
2273,2774.2,10,57,33,4,1,8,18
2274,3727.45,32,39,31,1,1,6,19
2275,2011.75,7,20,32,3,0,3,24
2276,5468.45,51,92,48,3,1,10,31
2277,4379.45,28,96,37,1,1,16,19
2278,4408,48,44,36,4,0,4,30
2279,3144.7,4,91,41,4,1,11,27
2280,4149.5,41,28,41,2,0,3,35
2281,3843,44,30,39,2,0,3,32
2282,2807.7,4,55,30,2,1,5,23
2283,3742.25,13,78,37,1,0,9,27
2284,4521.2,23,89,43,2,1,12,24
2285,4053.5,34,45,46,2,0,5,39
2286,2908.5,8,73,39,2,0,9,23
2287,2811.45,2,58,47,3,1,7,35
2288,4544.25,31,85,30,3,0,9,17
2289,2731.95,5,46,38,3,1,7,30
2290,3860.45,32,29,37,1,1,3,27
2291,2587.2,4,41,40,2,1,7,28
2292,3422.45,37,27,38,1,1,4,27
2293,4022.2,24,71,47,4,1,7,36
2294,3933.75,18,80,32,3,0,12,14
2295,5256.2,49,90,47,4,1,15,28
2296,4130.2,36,47,38,4,1,5,30
2297,4140.25,31,89,36,3,0,9,23
2298,2669.7,11,44,49,4,1,7,37
2299,3046.95,21,52,30,1,1,8,18
2300,2746.7,11,33,47,4,1,4,41
2301,4339.2,19,97,35,2,1,16,16
2302,2330.2,12,22,45,4,1,2,42
2303,4090.7,34,60,38,4,1,8,25
2304,4406.95,41,42,44,1,1,5,32
2305,5383.2,41,85,43,2,1,12,26
2306,4463.2,20,94,38,4,1,11,20
2307,2760.2,23,22,32,2,1,2,26
2308,4073.25,24,93,48,3,0,10,31
2309,2054.2,3,31,36,4,1,5,26
2310,3312.75,14,82,35,1,0,10,20
2311,4276.75,27,95,31,3,0,13,14
2312,3562,25,21,44,4,0,2,38
2313,4381.25,38,64,32,1,0,10,15
2314,3646.95,20,50,36,1,1,5,28
2315,4308.75,24,90,36,1,0,15,20
2316,5578.45,46,94,34,1,1,12,15
2317,5168.25,36,81,46,3,0,11,33
2318,3262.75,13,46,40,1,0,5,34
2319,3241.95,14,76,45,1,1,8,36
2320,4493.5,43,65,45,4,0,11,31
2321,4208.5,21,72,46,4,0,11,29
2322,2817.7,26,28,45,4,1,3,39
2323,4225,28,81,33,2,0,9,22
2324,5145.75,44,74,43,3,0,8,32
2325,2894.45,10,72,36,3,1,9,23
2326,4731.2,43,41,42,4,1,6,34
2327,3532.45,31,67,30,3,1,6,21
2328,2726.2,27,23,31,2,1,3,24
2329,4163.7,30,88,44,2,1,14,25
2330,4134.7,46,33,36,2,1,3,31
2331,4489.95,34,81,30,1,1,8,20
2332,3179.95,22,23,36,1,1,4,28
2333,4512.95,36,58,34,3,1,9,20
2334,4021.45,44,46,32,3,1,5,23
2335,3586.7,45,21,33,4,1,2,29
2336,3878.5,44,33,39,4,0,3,35
2337,3342.7,24,34,31,2,1,5,23
2338,3527.45,10,79,43,1,1,11,25
2339,2787.5,5,60,33,2,0,7,21
2340,4066.7,26,55,36,2,1,6,29
2341,4266.5,40,29,36,4,0,3,29
2342,4818.45,44,39,45,3,1,5,33
2343,3187.5,9,61,43,2,0,6,31
2344,2660.25,15,33,45,3,0,4,39
2345,3753.7,27,60,44,4,1,8,31
2346,4795.2,33,85,34,2,1,13,16
2347,5114.25,36,85,34,1,0,15,17
2348,2882.95,6,59,34,1,1,7,24
2349,5142,36,73,48,4,0,12,30
2350,3438,23,72,47,4,0,7,38
2351,2035.2,7,44,35,4,1,4,28
2352,3614,25,53,38,2,0,9,28
2353,3995,15,88,42,2,0,13,22
2354,5133.5,40,82,42,4,0,12,25
2355,3367.2,16,66,38,2,1,8,26
2356,4181.7,31,39,48,2,1,5,41
2357,4469.5,47,20,31,2,0,2,25
2358,3786.25,44,25,48,3,0,3,41
2359,3578.7,21,65,36,4,1,8,25
2360,3138.5,14,49,33,4,0,6,21
2361,4651.2,26,97,40,2,1,16,20
2362,3990.25,20,80,31,1,0,8,21
2363,2571.5,13,38,49,2,0,4,39
2364,2183.2,2,47,34,4,1,7,26
2365,3878.7,10,90,44,4,1,12,25
2366,2893.45,12,47,47,3,1,6,35
2367,4474.45,46,46,41,3,1,4,33
2368,4355.5,42,46,33,4,0,7,25
2369,3838.95,24,76,42,1,1,11,24
2370,2687,10,42,47,2,0,6,36
2371,3699.5,22,50,45,4,0,5,35
2372,3148.2,20,60,37,4,1,10,20
2373,1554.7,3,20,38,2,1,2,35
2374,4655.5,26,92,46,4,0,9,35
2375,2471.2,19,25,36,4,1,3,32
2376,3170.75,19,40,37,1,0,4,28
2377,3310,31,47,30,2,0,5,18
2378,3589.2,17,68,46,2,1,7,36
2379,2810.75,17,30,45,1,0,3,40
2380,2051.7,13,20,36,2,1,2,31
2381,3555.2,36,49,32,2,1,7,22
2382,3791.95,31,30,38,1,1,4,30
2383,3540.95,20,63,33,3,1,10,22
2384,4546.5,26,84,45,4,0,13,29
2385,3766,19,78,43,2,0,9,30
2386,4552,49,22,49,4,0,2,40
2387,4170.7,33,41,44,2,1,4,33
2388,4528.5,28,72,39,2,0,9,27
2389,4301.5,43,38,35,2,0,4,25
2390,4167.2,39,52,32,2,1,9,20
2391,2711.7,16,57,42,2,1,5,33
2392,2696,4,40,43,4,0,5,36
2393,5298.25,42,84,37,1,0,11,19
2394,3698.95,22,75,38,3,1,13,24
2395,4572.45,46,20,48,1,1,3,43
2396,4113,10,98,49,2,0,13,34
2397,3672.7,22,49,35,2,1,5,29
2398,3733.7,25,42,44,2,1,6,37
2399,4541.95,32,77,31,1,1,11,14
2400,2613.5,15,35,49,2,0,4,39
2401,5269.7,44,96,34,2,1,10,19
2402,3094.25,10,91,47,3,0,11,29
2403,5776.7,51,77,35,4,1,11,23
2404,3424.75,24,63,47,3,0,8,34
2405,2640.7,9,26,39,2,1,3,33
2406,4137.25,37,46,49,3,0,7,39
2407,4547.25,35,60,44,3,0,6,33
2408,5447.7,52,87,49,4,1,11,37
2409,3753.45,21,89,30,3,1,12,11
2410,5036.2,38,91,37,4,1,15,18
2411,3594.5,22,96,32,2,0,11,19
2412,2679.25,8,37,42,1,0,6,35
2413,4781.95,39,79,41,1,1,12,22
2414,4252,49,27,42,2,0,3,36
2415,4181.7,21,66,42,2,1,10,25
2416,3968,34,62,33,4,0,6,26
2417,4040,17,78,39,2,0,9,24
2418,4043.25,36,60,34,1,0,9,23
2419,4115.2,30,37,37,2,1,6,26
2420,5418.95,49,57,38,1,1,9,26
2421,3899.25,43,40,35,3,0,5,25
2422,6053.2,47,96,40,4,1,15,20
2423,2702.75,11,42,35,3,0,4,28
2424,3392.5,23,51,46,2,0,6,35
2425,3920.95,22,96,45,1,1,15,26
2426,4317.2,39,85,34,2,1,14,14
2427,3853.5,39,35,41,2,0,3,37
2428,5587.2,48,79,36,4,1,10,24
2429,3330.2,9,70,31,2,1,9,16
2430,4772.75,43,71,47,3,0,8,36
2431,5208.75,47,77,44,1,0,9,32
2432,2285.5,4,31,38,2,0,4,31
2433,2444.7,8,32,49,2,1,3,45
2434,3004.45,26,28,37,3,1,3,33
2435,2509.2,9,65,40,4,1,7,26
2436,3158.45,33,28,49,3,1,2,45
2437,5127.5,49,78,37,4,0,11,19
2438,2392,8,25,30,4,0,2,22
2439,3510,14,85,33,4,0,14,16
2440,3407.5,36,32,33,2,0,3,23
2441,3866,17,89,44,2,0,15,26
2442,5563.2,50,75,37,2,1,8,26
2443,5322.2,51,53,48,2,1,8,36
2444,5326,44,71,45,4,0,12,30
2445,3832.2,25,81,44,2,1,9,32
2446,3613,36,21,30,2,0,2,24
2447,4974.2,41,60,38,2,1,9,28
2448,2721.7,3,44,48,4,1,4,43
2449,4105.7,45,63,31,2,1,6,23
2450,4318.45,47,53,37,3,1,7,27
2451,3841.25,14,82,39,3,0,10,23
2452,4491.5,50,42,49,2,0,6,41
2453,3910.45,46,21,45,1,1,2,41
2454,2619.45,17,35,45,3,1,6,33
2455,3548.25,22,91,33,1,0,11,15
2456,2853.75,6,44,45,3,0,6,38
2457,2667.2,4,49,42,4,1,8,28
2458,3422.7,27,44,44,4,1,6,37
2459,3369.7,19,48,30,4,1,7,17
2460,4326.7,31,50,38,4,1,7,29
2461,4666.75,34,70,48,1,0,8,34
2462,2855.45,13,77,33,1,1,9,21
2463,3958.5,23,54,35,2,0,8,23
2464,4360.75,50,24,41,3,0,3,32
2465,2533.2,9,31,36,2,1,4,26
2466,4331.25,40,36,34,1,0,4,23
2467,5193.45,49,90,36,3,1,12,21
2468,3417.95,30,39,46,3,1,5,38
2469,2730.2,18,40,48,2,1,6,36
2470,2577.5,6,64,44,4,0,11,27
2471,3937.45,39,34,32,3,1,3,23
2472,3724.75,30,84,31,3,0,11,16
2473,3772,35,42,47,2,0,5,36
2474,4621,37,67,40,4,0,9,30
2475,3142.95,24,57,46,3,1,6,38
2476,2810.75,21,57,30,1,0,6,18
2477,3820,20,98,49,2,0,16,32
2478,3325.45,3,99,49,1,1,15,31
2479,2521.95,19,24,40,1,1,2,36
2480,4878.7,38,59,36,4,1,9,23
2481,2642.45,5,75,37,3,1,9,27
2482,4957,51,52,42,4,0,7,32
2483,4286.75,32,46,46,1,0,6,36
2484,5644.95,45,96,41,1,1,13,26
2485,3669,21,47,49,2,0,6,42
2486,4300.95,25,73,35,3,1,12,16
2487,4130.75,33,52,35,1,0,5,26
2488,4890.2,35,71,37,4,1,11,20
2489,5597,46,69,49,4,0,12,32
2490,4254.95,35,43,43,3,1,5,34
2491,3257.2,10,97,32,2,1,16,10
2492,3711.95,28,92,31,1,1,11,14
2493,3316.25,9,89,39,1,0,9,27
2494,2557.2,3,45,43,4,1,5,34
2495,3880.5,20,93,42,2,0,10,29
2496,3482.75,14,88,43,1,0,14,28
2497,4323.45,47,38,36,1,1,4,25
2498,3218.75,6,75,39,3,0,8,28
2499,3029.7,10,45,44,2,1,6,33
2500,4891.5,49,98,32,2,0,10,21
2501,4790.7,46,59,35,4,1,6,25
2502,3189.45,30,21,37,3,1,3,33
2503,3745.7,26,32,32,4,1,4,21
2504,4332.2,26,86,31,2,1,14,12
2505,5085.25,46,92,48,1,0,14,27
2506,3247.75,13,80,39,1,0,10,28
2507,2109.95,15,28,33,3,1,4,28
2508,2629.45,19,41,37,3,1,5,27
2509,3825.7,45,28,39,4,1,4,31
2510,3111.25,26,51,32,1,0,6,19
2511,3982.75,26,73,44,3,0,7,34
2512,3865.45,22,72,43,3,1,8,31
2513,2553.2,4,71,38,2,1,10,26
2514,2650.45,2,49,49,3,1,6,37
2515,3115.75,18,55,31,3,0,6,22
2516,4722.5,35,61,39,2,0,9,25
2517,2717.95,12,37,36,3,1,5,30
2518,3604.25,27,34,32,1,0,4,21
2519,5194.45,49,55,47,3,1,8,37
2520,4765.75,39,98,42,3,0,14,24
2521,2442.7,10,23,35,4,1,3,29
2522,3376.25,22,85,32,1,0,11,19
2523,3510.7,17,58,31,2,1,8,21
